,User,Date Created,Number of Likes,Source of Tweet,Tweet
872,spcomstock,2023-03-12 15:04:02+00:00,1,Twitter for iPhone,@chutneylife Section 174 affects all US businesses and has a global impact. It may have contributed to mass tech layoffs but will drastically harm current startups and make others non starters. Many companies only discovered the changes this year despite it starting in the 2022 tax year.
873,C_D_889,2023-03-12 15:03:02+00:00,1,Twitter for iPhone,"@RNCResearch Layoffs from big tech will spur innovation in ""small tech"" and startups. These people have needed talent, they won't be unemployed long"
874,forgottenman222,2023-03-12 15:02:06+00:00,0,Twitter for iPhone,"@JoeBiden More lies more fake reports more layoffs more inflation, more fuel cost more interest rates, more taxes"
875,meabhayjavanja,2023-03-12 15:01:22+00:00,3,Twitter for Android,"Silicon Valley Bank collapse may lead to 1,00,000 layoffs, impact 10,000 startups: Y Combinator 
#SVB #YCombinator #Layoffs"
876,Smoe4Bucks,2023-03-12 15:00:53+00:00,0,Twitter for iPhone,"@POTUS Your party fueled the mass Covid layoffs, only to take credit when those same people go back to work?   Shocker."
877,GustavoRamalh8,2023-03-12 14:59:57+00:00,2,Twitter Web App,@alecell_ vai ser ralado... Existem empresas que você acha que é certo o layoff? Sem ser o Banco do Vale do Silício mesmo
878,mvp_maliik,2023-03-12 14:59:10+00:00,0,Twitter for iPhone,"We are clearly already in recession. 
With no bailout, we could see en masse layoffs across the country which I believe will lead to an economic depression. 

#yellendepression https://t.co/RRyHTszW4M"
879,GeoffGravett,2023-03-12 14:59:08+00:00,1,Twitter for Android,"@LDrzemiecki @RepShontelBrown @POTUS @WhiteHouse I know, I am confused too. I keep reading about layoffs everywhere but the gov keeps reporting record job growth. Somehow it doesn't work for me either."
880,WilliamGGonzal4,2023-03-12 14:58:29+00:00,0,Twitter for Android,Tech Layoffs Are Bad News for MBA Grads Seeking Jobs  https://t.co/EeC1ELaUFp
881,AmericaLastAdmn,2023-03-12 14:58:27+00:00,0,Twitter for iPhone,"Mass layoffs including workers who are pregnant or on parental leave may seem unfair, but it's not illegal in the US — here's why *Uncertain economic outlook** But these large companies support &amp; fund the Corrupt Biden Administration &amp; Dem policies* morons https://t.co/6mk6tknQkU"
882,Mudsharky,2023-03-12 14:58:09+00:00,0,Twitter for Android,"@RoryMcVay2 @ScottAdamsSays Ask the employees (Janitors) how they feel when the company they work for who banks with SVB can't meet payroll and is forced to layoff.
In Twitterland, everything is so easy and black &amp; white.
The real world? Not so much"
883,nickshpil,2023-03-12 14:56:46+00:00,0,Twitter Web App,"Silicon Valley Bank's failure is a wake-up call for software engineers. Layoffs are looming, and we must be prepared. Stay focused, stay sharp, and keep learning. The tech industry is resilient, and we will overcome this challenge.

#SiliconValleyBank #Silicon_Valley_Bank…"
884,MoFloMoJo,2023-03-12 14:55:50+00:00,5,Twitter for Android,"Back in the gym after a 6 week layoff through injury. 

God, do I need a montage."
885,HighMyNameIsHi,2023-03-12 14:55:29+00:00,0,Twitter for iPhone,"(3.) A lot of these startups are not consumer focused but rather business to business, if they all fold suddenly a lot of large established businesses will suddenly have holes in their operations and uncollectible debt on their balance sheet that also means more layoffs"
886,HighMyNameIsHi,2023-03-12 14:55:28+00:00,0,Twitter for iPhone,"(2.) We’ll see a contagion event where people will panic and go pull their money out of regional banks. Many of these banks are in the same situation (albeit) not as bad as SIVB with upside down treasuries.  I don’t think many will collapse, but the banks themselves will layoff"
887,omar_hosny,2023-03-12 14:55:19+00:00,0,Twitter for Android,موجة ال layoffs  اللى شغاله وصلتنى خلاص
888,Vic_Turbendian,2023-03-12 14:54:45+00:00,0,Twitter Web App,"SVB: FED w/NOT reduce rates. Financial conditions have to stay tight➡️tightening so far hasn't gotten anywhere near where it needs to go. Liquidity w/dry up even more, lending standards w/tighten further, w/be more bankruptcies, more layoffs➡️VCs do not have open ended funding."
889,yth_damar,2023-03-12 14:54:23+00:00,0,Twitter for Android,"@PartaiSocmed Udah kok, tuh tech company yang investornya punya aset di SVB pada layoff lagi."
890,raneehs,2023-03-12 14:53:39+00:00,0,Twitter for iPhone,A lot of businesses purposely layoff people to meet SBA requirements to be considered a small business to obtain SBA loans.
891,namaku_ujang,2023-03-12 14:52:43+00:00,0,Twitter for Android,"@ecommurz Biar resign dulu, cek ombak berapa yang resign. Kalau masih kurang ya layoff, which is what happened here"
892,Griffins1991,2023-03-12 14:52:04+00:00,0,Twitter Web App,"And that we didn't have to treat these terrible companies like geniuses and gods while this shit keeps happening all the time - layoffs, failures, corruption."
893,zeall_lee,2023-03-12 14:51:59+00:00,1,Twitter for Android,"Sisi gelap bos-bos perusahaan: 

Gak mikir empati atau perasaan orang. Lay off, cut, maksa resign biar gak ngasih pesangon, dll.

Mereka ini gak ngerasa ngedzolimin orang kah demi sebuah profit? 

Kalo kena layoff karena under perform si ya gamasalah, alesannya logis. Cont-"
894,itkimura,2023-03-12 14:51:25+00:00,3,Twitter for iPhone,在留許可の種類にもよると思うけど、私はフィンランドでLayoffになった時失業保険貰いながら転職活動出来て本当に助かった。アメリカのLayoff体験記見ると割とすぐ追い出されるケースもあるようで大変だと思った。
895,alexkehr,2023-03-12 14:50:53+00:00,2,Twitter for iPhone,"@Austen @aargreen It’s also a very different scenario than typical bank. It’s cutting off access to $ for payroll for hundreds of thousands of jobs, vendors from thousands of companies won’t get paid - so they’ll have layoffs, etc. There’s a bigger economic impact than the typical bank failure."
896,piecakeplum,2023-03-12 14:50:49+00:00,0,Twitter for iPhone,"@DitjenPajakRI halo min, kalo sudah tidak bekerja lagi (sebelumnya bekerja, kena layoff, dan belum dapat pekerjaan–lebih dari satu tahun), apakah harus menonaktifkan npwp?"
897,RNCResearch,2023-03-12 14:50:41+00:00,191,Twitter Media Studio,"""The tech sector has already been suffering rom layoffs, it's already under pressure, and this is really the hub of American innovation. How severe will the consequences be for that innovation?""

Treasury Secretary Janet Yellen: ""It depends"" https://t.co/DdGxBLm6kO"
898,WealthLesson,2023-03-12 14:50:17+00:00,1,Twitter for iPhone,"@easymillion_co Absolutely I’ll have a keen eye. 

Many layoffs and millions to be lost in the market is likely"
899,TradeLikeGates,2023-03-12 14:49:01+00:00,7,Twitter Web App,$META popped in the after hours session last Friday on more layoff news. This week I am looking for a break over 185 for the run towards 190 then 195 https://t.co/b5EaQyTZFz
900,RealChristyChck,2023-03-12 14:47:04+00:00,0,Twitter for iPhone,"Even if you were to move your accounts to Big Banks, they're still going to fail eventually with all these layoffs &amp; high unemployment. https://t.co/m9XDeruadu"
901,SpencerJCox,2023-03-12 14:44:08+00:00,180,Twitter for iPhone,"But time is a problem here. If you can’t meet payroll on Thursday, then companies might have to close their doors or face mass layoffs. The ripple effect of 100’s of thousands losing their jobs over timing is terrible for our citizens. And that would be true in any industry!"
902,aobarkelson,2023-03-12 14:43:28+00:00,0,Twitter Web App,"@AndrewYang All of a sudden, neoliberals are worried about mass layoffs.  ""Disruption"" is bad now?"
903,WSPA7,2023-03-12 14:43:19+00:00,4,SocialFlow,"Major tech companies keep announcing layoffs, but unemployment claims fall week after week. The cost of just about everything has risen, but Americans haven't really stopped spending and tightened their belts.
https://t.co/NkyhSPcLZ0"
904,Devon_Wiersma,2023-03-12 14:42:43+00:00,1,Twitter for Android,"If any bank is going to fail, lose a ton of mismanaged money, result in mass worker layoffs and generally act as proof of failure as an industry...then it just makes sense for it to be one focused on servicing the tech sector I guess"
905,BidhuShekhar5,2023-03-12 14:42:00+00:00,0,Twitter for Android,"Silicon Valley Bank collapse may lead to 1,00,000 layoffs, impact 10,000 startups: Y Combinator writes to US Treasury Secy
https://t.co/T9CVFlh1FG

By TimesNowNews via Dailyhunt"
906,ABCPolitics,2023-03-12 14:41:38+00:00,7,SnapStream TV Search,"“It’s a difficult time and it’s really a transitional time for the aviation industry.” 

NTSB chair Jennifer Homendy tells @MarthaRaddatz that layoffs and retirements, in addition to “a pretty complex air space,” has put stress on the industry post-COVID. https://t.co/O7xHStaEJH https://t.co/YsQy3YXpx3"
907,ThisWeekABC,2023-03-12 14:41:29+00:00,7,SnapStream TV Search,"“It’s a difficult time and it’s really a transitional time for the aviation industry.” 

NTSB chair Jennifer Homendy tells @MarthaRaddatz that layoffs and retirements, in addition to “a pretty complex air space,” has put stress on the industry post-COVID. https://t.co/jMPxxGuFRz https://t.co/QBnp1RBmKi"
908,doshijatin,2023-03-12 14:41:14+00:00,0,Twitter for iPhone,"And the worst part is when the rates are increasing, that is the time when layoffs are happening bonuses get cancelled and salaries don’t increase or maybe even decrease! Most people fail to realise this! Taking loans in bull markets as per bull market net-worth.."
909,Taralafongooch,2023-03-12 14:40:16+00:00,0,LinkedIn,"𝐈 𝐡𝐚𝐭𝐞 𝐭𝐨 𝐛𝐫𝐞𝐚𝐤 𝐭𝐡𝐢𝐬 𝐭𝐨 𝐲𝐨𝐮…𝐛𝐮𝐭 𝐲𝐨𝐮𝐫 𝐜𝐨𝐫𝐩𝐨𝐫𝐚𝐭𝐞 𝐣𝐨𝐛 𝐢𝐬 𝐧𝐨𝐭 𝐬𝐞𝐜𝐮𝐫𝐞. 🫤

Look at how many layoffs that have happened in the Tech sector alone in the USA in the past year! It is simply mind blowing! 

Your…https://t.co/h94D1xmI1k"
910,RealBeagleOne,2023-03-12 14:39:58+00:00,0,Twitter Web App,"@SpeakerPelosi @POTUS Only thing I have felt is the high cost of everything. I have the same job with the same pay, layoffs this year, Housing market is dying, still paying high taxes. Tell me how anything is better."
911,Lbertagungbagus,2023-03-12 14:39:36+00:00,0,Twitter for iPhone,"Aku. 

Ngetik say thanks &amp; say sorry ke temen yg kena layoff.

🥲🥲🥲🥲🥲🥲 https://t.co/TLAYDdwA3c"
912,ScottSaia23,2023-03-12 14:38:28+00:00,1,Twitter for iPhone,"Remember how “wokeness” in 2008 led to the collapse of Wall Street, the destruction of The Housing Market, unprecedented layoffs and the need for a $700+Billion bailout 

Me either, it was deregulation and greed because of 8 years of Republican leadership 🤦🏻"
913,edgarelly_,2023-03-12 14:37:44+00:00,0,Twitter for iPhone,bro Trossards first time layoff.. we’re so fucking good
914,billalveylaw1,2023-03-12 14:37:31+00:00,0,Twitter Web App,"@RepMTG Enough is enough.  I would not fund FBI or DOJ.  I would require mass layoffs in both.  Any domestic terror units should be disbanded.  They only go after conservatives, they don't go after democrats so why bother"
915,cenedella,2023-03-12 14:35:51+00:00,0,Twitter Web App,"Good disruption - so glad you asked, it’s on our website, actually - we’re disrupting centuries-old businesses with new technology!  Yes, layoffs and deaths from despair increase, but take the long view - creative destruction is the American way - it’s just capitalism, baby! 2/3"
916,forgottenman222,2023-03-12 14:35:19+00:00,0,Twitter for iPhone,@WhiteHouse Keep lying to the American public as more and more companies start layoffs. Keep your fake job report to yourself.
917,doodleers,2023-03-12 14:34:39+00:00,0,Twitter for Android,"@MpUxiee @JoshuaPHilll LOL. Nowadays with tech layoffs learn to code is turning into ""learn to run a shovel"".😂😂😂"
918,sanjoy_missra,2023-03-12 14:34:13+00:00,0,Hootsuite Inc.,"At least one corporate leader adds a contextual and meaningful follow-up to ""I take responsibility"" in the layoff note! 

Related read: The new layoff communication trend by CEOs: ""I take responsibility"" https://t.co/C29SjfYdv9"
919,gwensnyderPHL,2023-03-12 14:34:00+00:00,48,Twitter for Android,"Like, these guys were doing fine and gleefully conducting mass layoffs already.

They're just gonna keep doing the same thing where convenient and blame the SVB situation, now."
